,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
734,Rush ›,"1,806","10,892",25,151,31%,6,9,10,+14%,0,—,32%
3183,Rusk ›,"1,374","9,691",18,127,26%,<1,4,3,–15%,0,—,36%
2802,Rusk ›,"4,108","7,551",107,197,18%,<1,3,6,+115%,0,—,30%
1028,Russell ›,"1,881","10,495",44,245,29%,10,10,7,+34%,0.1,0.14,33%
64,Russell ›,"4,432","7,647",38,66,19%,<1,2,11,+8%,0,—,26%
2948,Russell ›,"2,262","8,508",38,143,—,2,16,8,–36%,0.1,1.09,—
914,Russell ›,860,"12,544",29,423,28%,<1,5,—,—,0,—,34%
1908,Rutherford ›,"7,337","10,946",210,313,23%,5,15,—,–100%,0.1,0.42,37%
2544,Rutherford ›,"43,174","12,993",437,132,24%,2,12,—,–100%,0,—,26%
2884,Rutland ›,"2,191","3,765",20,34,—,6,12,2,–59%,0,—,—
2334,Río Grande,"2,465","5,147",—,—,23%,5,8,—,—,0,—,24%
2382,Sabana Grande,519,"2,387",—,—,41%,<1,<1,—,—,0,—,38%
2843,Sabine ›,524,"4,971",45,427,25%,0,—,<1,–84%,0,—,27%
1117,Sabine ›,"2,945","12,330",60,251,19%,4,19,—,–100%,0,—,23%
216,Sacramento ›,"104,839","6,755","1,686",109,33%,6,4,9,–20%,0,—,28%
807,Sac ›,"1,304","13,414",19,195,38%,2,17,—,—,0,—,25%
1181,Sagadahoc ›,"1,376","3,838",10,28,47%,29,19,6,–29%,0,—,43%
1236,Saginaw ›,"21,824","11,454",590,310,35%,4,37,12,–8%,0,—,50%
297,Saguache ›,391,"5,730",4,59,—,1,7,5,–59%,0,—,—
1789,Salem ›,"6,016","9,643",185,297,32%,30,5,15,–35%,1.9,0.33,35%
2942,Salem ›,"2,160","8,537",47,186,—,11,5,8,–36%,0.4,0.19,—
2345,Salinas,"1,193","4,405",—,—,27%,2,10,—,—,0,—,27%
1655,Saline ›,"2,038","14,328",2,14,27%,5,13,12,+14%,0.6,1.64,18%
1485,Saline ›,"2,832","12,442",38,167,30%,49,10,11,–14%,0.2,0.03,—
656,Saline ›,"2,564","10,915",70,298,29%,2,13,14,+55%,0.3,1.97,26%
163,Saline ›,"11,988","9,791",168,137,27%,<1,3,4,–27%,0,—,20%
922,Saline ›,"6,267","11,558",140,258,29%,<1,5,—,—,0,—,25%
2853,Salt Lake ›,"149,509","12,884",872,75,31%,9,16,4,–1%,0,—,21%
2431,Saluda ›,"1,810","8,841",50,244,17%,2,4,8,–38%,0.1,0.42,27%
1887,Sampson ›,"7,938","12,495",110,173,26%,41,24,12,–11%,1.4,0.84,33%
2816,San Augustine ›,577,"7,005",32,388,26%,<1,1,12,+251%,0,—,17%
200,San Benito ›,"6,062","9,652",63,100,31%,3,7,—,–100%,0.1,0.31,31%
187,San Bernardino ›,"296,839","13,616","4,715",216,27%,19,14,7,–31%,0.3,0.21,38%
206,San Diego ›,"278,465","8,341","3,729",112,27%,8,5,7,+15%,0,—,20%
235,San Francisco ›,"36,723","4,166",544,62,51%,2,3,9,–44%,0.3,0.52,36%
2377,San Germán,803,"2,656",—,—,30%,<1,3,—,—,0,—,27%
2847,San Jacinto ›,"1,313","4,550",38,132,19%,0,—,6,—,0,—,37%
201,San Joaquin ›,"73,267","9,613","1,391",183,26%,12,6,4,–36%,0.3,0.15,35%
2310,San Juan,"22,130","6,895",—,—,28%,8,16,—,—,0,—,32%
2855,San Juan ›,"1,904","12,438",37,242,28%,8,12,5,–12%,0.3,0.40,22%
293,San Juan ›,47,"6,456",0,—,—,2,9,—,—,0,—,—
1800,San Juan ›,"15,034","12,128",472,381,46%,7,14,8,+12%,0.1,0.29,16%
3064,San Juan ›,175,995,0,—,52%,0,—,10,+847%,0,—,19%
2325,San Lorenzo,"2,014","5,610",—,—,25%,5,10,—,—,0,—,29%
213,San Luis Obispo ›,"21,308","7,526",260,92,35%,9,4,4,–35%,0.1,0.06,38%
225,San Mateo ›,"42,038","5,484",568,74,47%,20,2,2,–31%,0.1,0.02,51%
254,San Miguel ›,878,"10,735",0,—,—,130,22,4,–63%,1.0,0.17,—
1822,San Miguel ›,"1,353","4,960",17,62,28%,<1,<1,—,–100%,0,—,47%
2826,San Patricio ›,"4,360","6,534",150,225,28%,0,—,—,—,0,—,26%
2639,San Saba ›,783,"12,931",23,380,17%,9,9,8,–26%,0.1,0.14,32%
2329,San Sebastián,"1,922","5,391",—,—,37%,3,9,—,—,0,—,25%
2451,Sanborn ›,344,"14,676",3,128,32%,2,9,—,–100%,0,—,38%
1649,Sanders ›,644,"5,317",15,124,26%,0,—,—,—,0,—,28%
1812,Sandoval ›,"11,975","8,160",230,157,42%,1,8,—,–100%,0,—,27%
2080,Sandusky ›,"5,367","9,172",121,207,35%,14,8,7,–17%,0.3,0.16,41%
679,Sangamon ›,"18,724","9,618",275,141,40%,<1,5,10,+7%,0,—,25%
1252,Sanilac ›,"4,191","10,180",110,267,29%,8,27,23,–50%,0.1,0.50,38%
2856,Sanpete ›,"3,813","12,324",22,71,20%,40,11,4,–13%,0.6,0.16,30%
211,Santa Barbara ›,"34,218","7,664",456,102,41%,41,5,3,–23%,1.0,0.11,25%
219,Santa Clara ›,"119,064","6,176","2,097",109,46%,27,3,2,–43%,0.3,0.03,39%
95,Santa Cruz ›,"7,968","17,136",177,381,53%,53,12,8,–8%,0.4,0.09,28%
222,Santa Cruz ›,"16,264","5,953",207,76,43%,7,3,—,–100%,0,—,58%
1817,Santa Fe ›,"10,486","6,974",145,96,40%,1,4,—,—,0.1,0.53,38%
2366,Santa Isabel,683,"3,247",—,—,27%,<1,5,—,—,0,—,17%
348,Santa Rosa ›,"18,309","9,934",290,157,26%,51,12,11,–17%,1.0,0.23,45%
374,Sarasota ›,"33,104","7,632",827,191,45%,3,6,11,–16%,0.2,0.38,20%
1867,Saratoga ›,"15,071","6,557",166,72,50%,10,9,19,–1%,0,—,46%
2018,Sargent ›,498,"12,776",7,180,42%,1,7,16,–26%,0,—,36%
1665,Sarpy ›,"22,763","12,160",132,71,30%,2,22,10,+8%,0,—,27%
3185,Sauk ›,"6,115","9,489",54,84,39%,1,4,—,–100%,0.3,0.80,46%
1669,Saunders ›,"2,530","11,725",16,74,33%,2,20,—,–100%,0,—,28%
3166,Sawyer ›,"1,758","10,617",27,163,40%,2,10,8,–49%,0,—,59%
1846,Schenectady ›,"12,948","8,337",198,127,43%,11,15,7,–20%,0,—,38%
2778,Schleicher ›,238,"8,521",6,215,27%,<1,4,—,—,0,—,58%
537,Schley ›,352,"6,696",5,95,—,0,—,—,–100%,0,—,—
1878,Schoharie ›,"1,655","5,339",16,52,34%,18,5,7,–12%,0.3,0.09,36%
1310,Schoolcraft ›,398,"4,917",5,62,35%,<1,6,13,–29%,0,—,43%
1587,Schuyler ›,338,"7,253",7,150,17%,<1,<1,4,–6%,0,—,25%
1874,Schuyler ›,"1,028","5,773",14,79,42%,3,8,15,–26%,0,—,36%
649,Schuyler ›,753,"11,126",18,266,38%,<1,21,8,–29%,0,—,19%
2255,Schuylkill ›,"14,475","10,240",398,282,35%,11,20,17,–2%,0,—,29%
2100,Scioto ›,"6,425","8,531",101,134,30%,2,14,12,–6%,0,—,29%
1909,Scotland ›,"3,796","10,901",85,244,26%,162,15,6,–15%,0.5,0.04,41%
1595,Scotland ›,305,"6,222",3,61,17%,0,—,28,+4%,0,—,17%
1657,Scotts Bluff ›,"4,645","13,041",96,270,23%,20,10,7,–23%,0.4,0.23,30%
1079,Scott ›,"4,991","8,756",33,58,39%,<1,8,—,—,0,—,23%
832,Scott ›,"20,024","11,578",241,139,38%,1,8,10,+41%,0,—,36%
2514,Scott ›,"3,149","14,270",45,204,21%,12,12,16,–14%,0,—,31%
725,Scott ›,"2,676","11,209",56,235,26%,4,11,18,Flat,0,—,15%
1340,Scott ›,"17,244","11,572",124,83,37%,5,18,11,–37%,0.1,0.48,29%
1441,Scott ›,"3,159","11,232",73,260,23%,1,6,3,–44%,0,—,24%
1488,Scott ›,"4,704","12,288",84,219,28%,84,8,20,–10%,0.9,0.09,35%
2947,Scott ›,"1,835","8,509",54,250,—,1,18,13,–14%,0,—,—
676,Scott ›,478,"9,655",1,20,26%,<1,6,—,–100%,0,—,39%
170,Scott ›,938,"9,124",14,136,20%,<1,2,10,–12%,0.1,0.61,29%
910,Scott ›,621,"12,876",23,477,29%,1,6,8,+2%,0,—,31%
533,Screven ›,992,"7,103",31,222,—,<1,<1,5,–2%,0,—,—
2616,Scurry ›,"2,422","14,500",62,371,23%,27,16,8,–18%,0.1,0.09,28%
174,Searcy ›,686,"8,704",18,228,22%,<1,2,9,–25%,0,—,24%
134,Sebastian ›,"15,232","11,916",278,217,20%,3,6,6,–5%,0.1,0.32,24%
255,Sedgwick ›,230,"10,231",2,89,—,6,19,—,–100%,0,—,—
930,Sedgwick ›,"56,676","10,983",753,146,29%,<1,4,—,–100%,0,—,15%
378,Seminole ›,"34,487","7,309",501,106,32%,1,4,12,–11%,0,—,17%
420,Seminole ›,956,"11,817",19,235,—,10,9,14,–26%,0.1,0.12,—
2159,Seminole ›,"2,875","11,852",70,289,30%,1,3,4,–50%,0,—,22%
2067,Seneca ›,"5,302","9,609",121,219,32%,4,10,4,–54%,0,—,12%
1873,Seneca ›,"1,977","5,812",56,165,35%,3,8,3,–57%,0,—,50%
2572,Sequatchie ›,"1,716","11,420",29,193,16%,2,7,17,+19%,0,—,21%
2192,Sequoyah ›,"4,120","9,911",51,123,22%,0,—,6,–19%,0,—,18%
2865,Sevier ›,"2,193","10,143",14,65,23%,<1,7,5,–23%,0,—,26%
2523,Sevier ›,"13,441","13,680",175,178,25%,5,10,11,–16%,0,—,26%
112,Sevier ›,"2,790","16,405",24,141,23%,12,9,10,–23%,0,—,28%
887,Seward ›,"3,975","18,550",41,191,24%,45,9,5,–48%,0.9,0.17,29%
1672,Seward ›,"1,998","11,560",32,185,31%,2,17,8,–13%,0,—,33%
2785,Shackelford ›,274,"8,392",5,153,24%,2,4,13,–21%,0,—,25%
1589,Shannon ›,585,"7,164",12,147,15%,0,—,—,–100%,0,—,18%
1437,Sharkey ›,502,"11,618",17,393,28%,2,6,3,–44%,0,—,22%
169,Sharp ›,"1,605","9,202",46,264,21%,<1,2,3,–53%,0,—,24%
217,Shasta ›,"12,152","6,748",226,125,27%,74,3,7,–16%,5.4,0.25,27%
3128,Shawano ›,"5,287","12,927",83,203,34%,33,17,7,+3%,0.7,0.36,36%
954,Shawnee ›,"17,495","9,891",364,206,39%,0,—,—,—,0,—,28%
3130,Sheboygan ›,"14,666","12,715",153,133,39%,25,15,8,+17%,1.0,0.61,40%
834,Shelby ›,"1,309","11,428",37,323,44%,<1,8,—,—,0,—,37%
698,Shelby ›,"5,912","13,217",106,237,33%,8,23,14,+14%,0.1,0.43,25%
32,Shelby ›,"23,730","10,900",249,114,19%,3,11,9,–23%,0.1,0.63,20%
2064,Shelby ›,"4,701","9,675",93,191,24%,6,10,9,–17%,0,—,31%
1051,Shelby ›,"4,752","9,693",70,143,29%,2,13,7,+24%,0,—,29%
2825,Shelby ›,"1,683","6,659",67,265,17%,0,—,—,—,0,—,28%
1516,Shelby ›,616,"10,388",7,118,31%,1,10,1,–79%,0,—,24%
2587,Shelby ›,"97,095","10,360","1,635",174,26%,2,4,13,–25%,0.1,0.29,23%
660,Shelby ›,"2,295","10,608",40,185,24%,2,11,7,–16%,0,—,33%
2918,Shenandoah ›,"4,310","9,882",132,303,—,8,10,6,–25%,0,—,—
1333,Sherburne ›,"11,671","12,003",87,89,23%,13,20,5,–54%,0.1,0.22,38%
1606,Sheridan ›,422,"12,753",5,151,34%,2,35,8,+19%,0,—,26%
889,Sheridan ›,432,"17,136",13,516,26%,5,8,—,–100%,0.1,0.23,32%
2030,Sheridan ›,121,"9,202",2,152,27%,0,—,—,—,0,—,39%
3199,Sheridan ›,"3,178","10,425",31,102,33%,6,7,—,–100%,0,—,27%
1699,Sheridan ›,523,"9,970",19,362,21%,2,7,8,–20%,0,—,34%
2230,Sherman ›,58,"3,258",1,56,34%,1,11,—,–100%,0.1,1.23,31%
2799,Sherman ›,232,"7,677",12,397,22%,<1,3,2,–35%,0,—,27%
935,Sherman ›,636,"10,749",12,203,27%,1,3,—,–100%,0,—,29%
1730,Sherman ›,208,"6,931",4,133,29%,0,—,—,—,0,—,16%
1268,Shiawassee ›,"6,251","9,176",101,148,31%,198,23,30,–33%,5.6,0.64,35%
571,Shoshone ›,"1,117","8,671",34,264,29%,<1,7,—,—,0,—,32%
1374,Sibley ›,"1,431","9,627",10,67,30%,<1,13,—,–100%,0,—,40%
241,Sierra ›,54,"1,797",0,—,—,0,—,7,+11%,0,—,—
1816,Sierra ›,765,"7,089",50,463,34%,1,4,—,–100%,0,—,39%
1611,Silver Bow ›,"4,096","11,731",86,246,42%,<1,17,16,+54%,0,—,29%
1444,Simpson ›,"2,952","11,074",88,330,23%,1,5,—,–100%,0,—,23%
1008,Simpson ›,"2,118","11,404",38,205,29%,10,19,19,+4%,0,—,33%
1994,Sioux ›,664,"15,697",12,284,24%,<1,39,—,—,0,—,35%
1745,Sioux ›,39,"3,345",0,—,16%,0,—,13,+156%,0,—,20%
789,Sioux ›,"5,144","14,758",74,212,29%,31,18,14,+9%,0.1,0.08,38%
230,Siskiyou ›,"2,245","5,156",24,55,31%,<1,5,7,+9%,0,—,—
86,Sitka City and Borough ›,347,"4,086",0,—,55%,<1,5,1,–77%,0,—,29%
3051,Skagit ›,"5,635","4,361",70,54,39%,20,8,3,–50%,0.6,0.23,33%
92,Skagway Municipality ›,20,"1,691",0,—,57%,0,—,—,—,0,—,54%
3059,Skamania ›,347,"2,872",1,8,24%,2,12,—,–100%,0,—,26%
2037,Slope ›,32,"4,267",0,—,8%,0,—,—,—,0,—,35%
2773,Smith ›,"20,287","8,716",472,203,26%,1,4,4,+32%,0,—,21%
2521,Smith ›,"2,787","13,826",39,193,18%,8,11,18,–2%,0,—,30%
1454,Smith ›,"1,624","10,204",34,214,17%,1,4,5,–24%,0,—,31%
986,Smith ›,270,"7,536",3,84,33%,0,—,—,—,0,—,28%
2919,Smyth ›,"2,959","9,829",93,309,—,4,10,27,+52%,0,—,—
3050,Snohomish ›,"37,477","4,559",574,70,37%,23,11,—,–100%,0.3,0.14,31%
2277,Snyder ›,"3,608","8,937",84,208,26%,8,16,19,–11%,0,—,37%
1813,Socorro ›,"1,316","7,910",56,337,36%,2,6,8,–3%,0.1,0.54,40%
214,Solano ›,"32,958","7,363",252,56,34%,5,4,3,–61%,0.1,0.10,45%
1180,Somerset ›,"2,065","4,090",30,59,37%,40,19,14,+16%,0,—,46%
2250,Somerset ›,"7,768","10,576",207,282,31%,28,22,16,–15%,0.3,0.22,38%
1792,Somerset ›,"29,815","9,064",836,254,42%,15,5,9,–32%,0.5,0.15,42%
1190,Somerset ›,"2,567","10,021",38,148,26%,5,16,22,–23%,0,—,36%
2662,Somervell ›,"1,080","11,832",14,153,27%,8,6,—,–100%,0.1,0.12,24%
220,Sonoma ›,"30,035","6,076",320,65,45%,52,3,4,–15%,1.7,0.09,46%
2907,Southampton ›,"1,972","11,185",56,318,—,7,14,12,–42%,0.3,0.53,—
74,Southeast Fairbanks Census Area ›,689,"9,996",4,58,20%,1,23,—,—,0,—,35%
487,Spalding ›,"6,320","9,475",190,285,—,1,6,—,–100%,0,—,—
2395,Spartanburg ›,"41,351","12,931",806,252,23%,38,14,7,–10%,0.7,0.25,23%
716,Spencer ›,"2,326","11,471",31,153,29%,3,13,—,–100%,0.1,0.60,26%
1085,Spencer ›,"1,603","8,284",22,114,14%,<1,7,7,–21%,0.2,1.81,31%
2468,Spink ›,843,"13,221",26,408,28%,<1,5,12,–32%,0,—,28%
3034,Spokane ›,"43,415","8,304",636,122,33%,20,20,—,–100%,0,—,28%
2975,Spotsylvania ›,"9,963","7,314",117,86,—,2,8,9,–30%,0,—,—
1169,St. Bernard ›,"4,038","8,547",52,110,25%,2,7,9,+72%,0,—,33%
1142,St. Charles ›,"5,436","10,237",97,183,32%,3,10,7,–37%,0.1,0.46,18%
1497,St. Charles ›,"47,245","11,752",498,124,36%,7,7,15,+4%,0.3,0.27,29%
626,St. Clair ›,"30,797","11,859",557,214,34%,114,17,12,–9%,0.7,0.10,32%
1238,St. Clair ›,"17,946","11,278",418,263,31%,63,36,24,–15%,1.5,0.86,35%
1570,St. Clair ›,786,"8,364",8,85,19%,1,3,—,–100%,0,—,19%
33,St. Clair ›,"9,702","10,839",243,271,19%,1,11,12,+2%,0,—,24%
3167,St. Croix ›,"9,611","10,598",60,66,28%,<1,10,—,–100%,0,—,43%
117,St. Francis ›,"3,594","14,379",43,172,26%,18,7,5,–6%,0.4,0.18,27%
1482,St. Francois ›,"8,809","13,106",115,171,23%,49,13,14,+10%,2.0,0.52,31%
1163,St. Helena ›,927,"9,149",11,109,16%,2,10,9,–3%,0,—,26%
1160,St. James ›,"1,972","9,348",50,237,28%,2,11,8,–2%,0,—,22%
1166,St. John the Baptist ›,"3,738","8,726",139,324,31%,2,8,7,–30%,0.1,0.56,18%
363,St. Johns ›,"22,827","8,625",214,81,43%,25,8,7,–33%,0.3,0.09,29%
699,St. Joseph ›,"35,873","13,197",570,210,36%,11,23,8,–14%,0.1,0.30,31%
1256,St. Joseph ›,"6,051","9,926",95,156,28%,27,26,29,–23%,1.7,1.66,38%
1130,St. Landry ›,"8,940","10,886",256,312,21%,5,13,8,+41%,0.1,0.37,24%
1871,St. Lawrence ›,"6,480","6,014",96,89,41%,14,9,7,–27%,0.1,0.09,45%
1533,St. Louis County ›,"98,927","9,950","2,206",222,35%,2,7,9,–12%,0,—,21%
1575,St. Louis ›,"24,515","8,156",496,165,30%,<1,2,21,–7%,0,—,26%
1385,St. Louis ›,"17,734","8,908",303,152,45%,2,8,13,–38%,0,—,40%
369,St. Lucie ›,"26,751","8,148",640,195,30%,2,9,7,+36%,0,—,23%
1147,St. Martin ›,"5,321","9,959",115,215,19%,3,7,—,—,0.1,0.33,31%
1155,St. Mary ›,"4,738","9,601",138,280,24%,2,16,4,+5%,0.1,1.41,16%
1212,St. Mary’s ›,"5,951","5,243",124,109,39%,3,5,7,–16%,0.1,0.27,45%
1148,St. Tammany ›,"25,759","9,891",524,201,33%,3,7,—,–100%,0.1,0.30,25%
976,Stafford ›,352,"8,470",9,217,31%,0,—,—,—,0,—,36%
2972,Stafford ›,"11,265","7,368",79,52,—,1,8,14,–1%,0.1,0.79,—
192,Stanislaus ›,"62,142","11,285","1,061",193,26%,29,10,9,–31%,0.7,0.26,22%
2485,Stanley ›,350,"11,298",2,65,42%,0,—,6,–3%,0,—,27%
1888,Stanly ›,"7,814","12,441",132,210,13%,22,24,11,–19%,0.4,0.47,28%
1735,Stanton ›,372,"6,284",9,152,18%,0,—,—,—,0,—,29%
968,Stanton ›,185,"9,222",6,299,30%,0,—,—,—,0,—,39%
769,Starke ›,"2,174","9,454",56,244,21%,1,7,9,–1%,0,—,28%
2091,Stark ›,"32,504","8,771",907,245,34%,6,6,9,–42%,0.3,0.27,31%
624,Stark ›,637,"11,924",23,431,33%,11,17,15,–41%,0.1,0.22,35%
1996,Stark ›,"4,812","15,282",51,162,22%,<1,32,—,—,0,—,37%
2615,Starr ›,"9,533","14,749",297,460,44%,56,16,7,–66%,0.4,0.13,35%
2916,Staunton ›,"2,526","10,132",71,285,—,5,11,12,–22%,0.3,0.66,—
1523,Ste. Genevieve ›,"1,818","10,160",16,89,27%,1,9,—,–100%,0,—,14%
1317,Stearns ›,"22,196","13,780",222,138,33%,6,27,17,+3%,0,—,32%
2029,Steele ›,182,"9,630",2,106,35%,0,—,—,—,0,—,26%
1358,Steele ›,"3,867","10,551",15,41,36%,2,28,15,–30%,0,—,21%
658,Stephenson ›,"4,753","10,681",100,225,37%,2,11,10,+28%,0.1,0.88,26%
413,Stephens ›,"3,133","12,085",83,320,—,10,10,9,–35%,0.1,0.14,—
2774,Stephens ›,809,"8,638",26,278,21%,<1,4,—,—,0,—,30%
2170,Stephens ›,"4,867","11,281",101,234,29%,1,2,7,–15%,0.1,0.35,24%
2787,Sterling ›,108,"8,366",4,310,21%,<1,4,—,–100%,0,—,24%
724,Steuben ›,"3,900","11,274",59,171,33%,4,11,12,–23%,0,—,29%
1860,Steuben ›,"6,746","7,073",143,150,37%,24,10,4,–44%,0.1,0.06,50%
1382,Stevens ›,904,"9,220",11,112,38%,1,10,6,–47%,0,—,34%
936,Stevens ›,586,"10,684",10,182,19%,<1,3,7,+6%,0,—,24%
3046,Stevens ›,"2,169","4,744",28,61,21%,108,13,1,–84%,0.6,0.07,37%
2593,Stewart ›,"1,328","9,683",28,204,23%,<1,3,9,–11%,0,—,15%
393,Stewart ›,895,"13,518",25,378,—,11,14,7,–19%,0.4,0.51,—
1640,Stillwater ›,728,"7,550",14,145,29%,<1,1,16,+47%,0,—,33%
1567,Stoddard ›,"2,487","8,568",37,127,22%,<1,3,9,–12%,0,—,19%
1946,Stokes ›,"4,083","8,956",79,173,21%,13,9,10,–9%,0.3,0.20,24%
2673,Stonewall ›,156,"11,556",6,444,29%,7,5,12,+251%,0,—,27%
1457,Stone ›,"1,828","9,969",33,180,23%,<1,3,—,—,0,—,19%
1582,Stone ›,"2,432","7,611",46,144,24%,<1,2,8,–15%,0,—,25%
179,Stone ›,991,"7,924",30,240,24%,<1,<1,1,–77%,0,—,23%
1761,Storey ›,110,"2,668",3,73,12%,0,—,11,–8%,0,—,24%
848,Story ›,"10,612","10,927",48,49,39%,<1,6,13,+99%,0,—,34%
1765,Strafford ›,"9,707","7,431",87,67,30%,71,17,4,–42%,1.0,0.24,29%
1988,Stutsman ›,"3,514","16,973",81,391,36%,6,15,—,–100%,0.1,0.38,16%
3209,Sublette ›,790,"8,036",7,71,21%,<1,6,—,—,0,—,18%
1217,Suffolk ›,"91,997","11,444","1,827",227,41%,88,11,6,–24%,1.1,0.14,43%
2941,Suffolk ›,"7,899","8,576",188,204,—,53,5,7,–26%,0.5,0.04,—
1828,Suffolk ›,"199,148","13,487","3,377",229,41%,190,26,23,+1%,1.4,0.19,45%
747,Sullivan ›,"2,124","10,276",42,203,28%,3,22,8,–6%,0,—,36%
2585,Sullivan ›,"16,916","10,683",298,188,34%,3,5,6,+6%,0.1,0.25,23%
1772,Sullivan ›,"1,741","4,035",25,58,33%,5,10,3,–28%,0.1,0.29,42%
1844,Sullivan ›,"6,533","8,661",72,95,34%,7,15,14,–22%,0,—,37%
2300,Sullivan ›,426,"7,023",20,330,30%,3,18,12,–1%,0,—,20%
1480,Sullivan ›,844,"13,861",14,230,26%,5,89,13,–2%,0,—,31%
2491,Sully ›,142,"10,208",3,216,23%,0,—,9,+23%,0,—,35%
3115,Summers ›,825,"6,562",22,175,—,1,7,24,–2%,0,—,—
2092,Summit ›,"47,425","8,766",946,175,39%,4,6,9,–17%,0.4,0.56,32%
248,Summit ›,"3,705","11,947",8,26,—,44,28,6,–45%,0.4,0.28,—
2852,Summit ›,"5,548","13,164",12,28,45%,3,16,5,—,0,—,22%
963,Sumner ›,"2,166","9,485",51,223,27%,0,—,5,–48%,0,—,32%
2549,Sumner ›,"24,122","12,611",349,182,24%,2,10,9,–65%,0,—,25%
62,Sumter ›,"1,048","8,433",32,258,27%,<1,3,8,+64%,0,—,26%
511,Sumter ›,"2,571","8,708",101,342,—,1,5,7,–1%,0,—,—
379,Sumter ›,"9,374","7,079",278,210,61%,<1,4,4,–39%,0.1,1.01,17%
2428,Sumter ›,"10,435","9,778",205,192,26%,1,6,7,Flat,0,—,30%
1405,Sunflower ›,"3,360","13,381",90,358,27%,3,11,2,–51%,0,—,20%
2996,Surry ›,423,"6,587",9,140,—,<1,5,21,+4%,0.1,0.91,—
1899,Surry ›,"8,212","11,440",161,224,31%,34,17,7,+5%,0.1,0.07,27%
2305,Susquehanna ›,"2,559","6,345",62,154,28%,<1,6,10,–3%,0,—,41%
315,Sussex ›,"25,590","10,925",489,209,43%,87,16,14,–37%,1.1,0.20,37%
1788,Sussex ›,"13,825","9,841",298,212,39%,29,6,14,–33%,3.3,0.65,34%
2911,Sussex ›,"1,188","10,646",21,188,—,5,12,14,–3%,0,—,—
199,Sutter ›,"9,427","9,721",112,115,29%,112,7,5,–25%,2.3,0.15,33%
2649,Sutton ›,469,"12,421",8,212,29%,6,8,1,–91%,0,—,15%
325,Suwannee ›,"5,352","12,049",138,311,20%,328,17,23,–16%,6.1,0.31,34%
1958,Swain ›,"1,217","8,528",18,126,35%,5,4,19,–8%,0,—,49%
1621,Sweet Grass ›,399,"10,677",7,187,28%,<1,7,16,+54%,0,—,22%
3200,Sweetwater ›,"4,337","10,243",38,90,24%,1,13,—,—,0,—,27%
1347,Swift ›,"1,052","11,353",18,194,39%,5,16,15,–28%,0,—,30%
2680,Swisher ›,841,"11,369",17,230,22%,2,83,6,–19%,0,—,25%
783,Switzerland ›,794,"7,385",8,74,19%,2,5,—,–100%,0,—,34%
525,Talbot ›,483,"7,797",18,291,—,<1,3,8,+5%,0,—,—
1210,Talbot ›,"2,125","5,715",37,100,49%,2,8,8,–5%,0,—,31%
523,Taliaferro ›,122,"7,938",3,195,—,<1,3,6,–25%,0.1,0.56,—
40,Talladega ›,"8,255","10,322",176,220,19%,<1,7,11,+2%,0,—,25%
1411,Tallahatchie ›,"1,788","12,948",41,297,20%,3,7,1,–57%,0,—,21%
45,Tallapoosa ›,"4,039","10,006",152,377,23%,2,6,—,–100%,0,—,25%
816,Tama ›,"2,095","12,430",71,421,42%,2,12,10,+11%,0,—,41%
1543,Taney ›,"5,298","9,473",92,164,22%,<1,5,9,–12%,0,—,15%
1158,Tangipahoa ›,"12,742","9,455",295,219,24%,1,12,7,–2%,0,—,21%
1821,Taos ›,"1,669","5,100",52,159,39%,<1,2,1,–47%,0,—,28%
2653,Tarrant ›,"258,906","12,314","3,458",164,30%,11,7,<1,–91%,0.3,0.20,26%
1429,Tate ›,"3,340","11,793",84,297,20%,2,8,—,—,0,—,20%
497,Tattnall ›,"2,319","9,171",66,261,—,<1,6,—,—,0,—,—
851,Taylor ›,658,"10,750",12,196,35%,<1,6,—,–100%,0,—,42%
322,Taylor ›,"2,741","12,708",47,218,20%,74,19,15,+15%,1.3,0.35,42%
2674,Taylor ›,"15,848","11,481",408,296,27%,6,5,2,–35%,0,—,29%
463,Taylor ›,806,"10,050",25,312,—,2,10,10,–4%,0,—,—
3108,Taylor ›,"1,229","7,361",23,138,—,3,20,21,–10%,0.1,1.04,—
998,Taylor ›,"3,142","12,193",48,186,30%,5,29,5,+38%,0,—,25%
3171,Taylor ›,"2,107","10,357",32,157,22%,1,8,—,–100%,0,—,45%
2935,Tazewell ›,"3,626","8,932",70,172,—,6,6,21,–22%,0.4,0.43,—
610,Tazewell ›,"16,938","12,851",321,244,35%,8,20,32,–28%,0.1,0.37,33%
210,Tehama ›,"4,989","7,665",62,95,22%,3,5,5,+17%,1.3,1.98,22%
519,Telfair ›,"1,316","8,298",57,359,—,<1,4,4,–59%,0.1,0.74,—
288,Teller ›,"1,738","6,846",15,59,—,2,13,13,+180%,0,—,—
1170,Tensas ›,359,"8,283",8,185,34%,2,6,7,+13%,0.6,1.50,23%
1161,Terrebonne ›,"10,302","9,326",222,201,24%,<1,10,9,+2%,0.1,2.08,26%
2744,Terrell ›,75,"9,665",2,258,37%,1,7,6,–21%,0,—,21%
484,Terrell ›,813,"9,530",48,563,—,1,7,—,—,0,—,—
2626,Terry ›,"1,693","13,723",56,454,26%,10,11,2,–85%,0.3,0.32,17%
